Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2023.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,1790
2023.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,282
2023.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1850
2023.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,903
2023.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,947
2023.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance net worth,LE00000,B900000,-31
2023.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total liabilities and net worth,LE00000,L000000,90342
2023.03,Insurance corporations,251,Closing balance total assets,LE00000,A000000,40583
2023.03,Insurance corporations,251,Financial assets Closing balance Total financial assets,LE00000,AFA0000,38456
2023.03,Insurance corporations,251,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2023.03,Insurance corporations,251,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2562
2023.03,Insurance corporations,251,Financial assets Closing balance debt securities,LE00000,AFA0300,9879
2023.03,Insurance corporations,251,Financial assets Closing balance loans,LE00000,AFA0400,2167
2023.03,Insurance corporations,251,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,9428
2023.03,Insurance corporations,251,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,9165
2023.03,Insurance corporations,251,Financial assets Closing balance financial derivatives,LE00000,AFA0700,142
2023.03,Insurance corporations,251,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,5113
2023.03,Insurance corporations,251,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,40583
2023.03,Insurance corporations,251,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2023.03,Insurance corporations,251,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2023.03,Insurance corporations,251,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2023.03,Insurance corporations,251,Financial liabilities Closing balance loans,LE00000,AFL0400,1637
2023.03,Insurance corporations,251,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,14526
2023.03,Insurance corporations,251,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,20497
2023.03,Insurance corporations,251,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,597
2023.03,Insurance corporations,251,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,3326
2023.03,Insurance corporations,251,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,2127
2023.03,Insurance corporations,251,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1206
2023.03,Insurance corporations,251,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,922
2023.03,Insurance corporations,251,Closing balance net worth,LE00000,B900000,0
2023.03,Insurance corporations,251,Closing balance total liabilities and net worth,LE00000,L000000,40583
2023.03,Pension funds,261,Closing balance total assets,LE00000,A000000,133830
2023.03,Pension funds,261,Financial assets Closing balance Total financial assets,LE00000,AFA0000,133650
2023.03,Pension funds,261,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2023.03,Pension funds,261,Financial assets Closing balance currency and deposits,LE00000,AFA0200,3127
2023.03,Pension funds,261,Financial assets Closing balance debt securities,LE00000,AFA0300,9200
2023.03,Pension funds,261,Financial assets Closing balance loans,LE00000,AFA0400,88
2023.03,Pension funds,261,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,109137
2023.03,Pension funds,261,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,7899
2023.03,Pension funds,261,Financial assets Closing balance financial derivatives,LE00000,AFA0700,3193
2023.03,Pension funds,261,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1007
2023.03,Pension funds,261,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,133830
2023.03,Pension funds,261,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2023.03,Pension funds,261,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2023.03,Pension funds,261,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2023.03,Pension funds,261,Financial liabilities Closing balance loans,LE00000,AFL0400,55
2023.03,Pension funds,261,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2023.03,Pension funds,261,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,130113
2023.03,Pension funds,261,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,3031
2023.03,Pension funds,261,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,632
2023.03,Pension funds,261,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,181
2023.03,Pension funds,261,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,69
2023.03,Pension funds,261,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,111
2023.03,Pension funds,261,Closing balance net worth,LE00000,B900000,0
2023.03,Pension funds,261,Closing balance total liabilities and net worth,LE00000,L000000,133830
2023.03,Financial auxiliaries,270,Closing balance total assets,LE00000,A000000,21425
2023.03,Financial auxiliaries,270,Financial assets Closing balance Total financial assets,LE00000,AFA0000,15962
2023.03,Financial auxiliaries,270,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2023.03,Financial auxiliaries,270,Financial assets Closing balance currency and deposits,LE00000,AFA0200,6487
2023.03,Financial auxiliaries,270,Financial assets Closing balance debt securities,LE00000,AFA0300,618
2023.03,Financial auxiliaries,270,Financial assets Closing balance loans,LE00000,AFA0400,3929
2023.03,Financial auxiliaries,270,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,2245
2023.03,Financial auxiliaries,270,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2023.03,Financial auxiliaries,270,Financial assets Closing balance financial derivatives,LE00000,AFA0700,83
2023.03,Financial auxiliaries,270,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2023.03,Financial auxiliaries,270,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,21425
2023.03,Financial auxiliaries,270,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2023.03,Financial auxiliaries,270,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2023.03,Financial auxiliaries,270,Financial liabilities Closing balance debt securities,LE00000,AFL0300,696
2023.03,Financial auxiliaries,270,Financial liabilities Closing balance loans,LE00000,AFL0400,5881
2023.03,Financial auxiliaries,270,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,9943
2023.03,Financial auxiliaries,270,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2023.03,Financial auxiliaries,270,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,142
2023.03,Financial auxiliaries,270,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,4762
2023.03,Financial auxiliaries,270,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,5463
2023.03,Financial auxiliaries,270,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,2784
2023.03,Financial auxiliaries,270,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,2679
2023.03,Financial auxiliaries,270,Closing balance net worth,LE00000,B900000,-0
2023.03,Financial auxiliaries,270,Closing balance total liabilities and net worth,LE00000,L000000,21425
2023.03,Captive financial institutions,281,Closing balance total assets,LE00000,A000000,312557
2023.03,Captive financial institutions,281,Financial assets Closing balance Total financial assets,LE00000,AFA0000,302098
2023.03,Captive financial institutions,281,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2023.03,Captive financial institutions,281,Financial assets Closing balance currency and deposits,LE00000,AFA0200,6064
2023.03,Captive financial institutions,281,Financial assets Closing balance debt securities,LE00000,AFA0300,42796
2023.03,Captive financial institutions,281,Financial assets Closing balance loans,LE00000,AFA0400,79820
2023.03,Captive financial institutions,281,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,168466
2023.03,Captive financial institutions,281,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2023.03,Captive financial institutions,281,Financial assets Closing balance financial derivatives,LE00000,AFA0700,C
2023.03,Captive financial institutions,281,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2023.03,Captive financial institutions,281,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,320234
2023.03,Captive financial institutions,281,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2023.03,Captive financial institutions,281,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2023.03,Captive financial institutions,281,Financial liabilities Closing balance debt securities,LE00000,AFL0300,44884
2023.03,Captive financial institutions,281,Financial liabilities Closing balance loans,LE00000,AFL0400,70222
2023.03,Captive financial institutions,281,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,180453
2023.03,Captive financial institutions,281,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2023.03,Captive financial institutions,281,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,401
2023.03,Captive financial institutions,281,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,24275
2023.03,Captive financial institutions,281,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,10460
2023.03,Captive financial institutions,281,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,4466
2023.03,Captive financial institutions,281,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,5994
2023.03,Captive financial institutions,281,Closing balance net worth,LE00000,B900000,-7677
2023.03,Captive financial institutions,281,Closing balance total liabilities and net worth,LE00000,L000000,312557
2023.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total assets,LE00000,A000000,459402
2023.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance Total financial assets,LE00000,AFA0000,264250
2023.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,4631
2023.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance currency and deposits,LE00000,AFA0200,56885
2023.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance debt securities,LE00000,AFA0300,23315
2023.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance loans,LE00000,AFA0400,28965
2023.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,112892
2023.03,Central government institutions excluding funded social insurance schemes,311,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2023.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance financial derivatives,LE00000,AFA0700,4180
2023.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,33354
2023.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,238599
2023.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,4425
2023.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2023.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance debt securities,LE00000,AFL0300,173173
2023.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance loans,LE00000,AFL0400,15337
2023.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2023.03,Central government institutions excluding funded social insurance schemes,311,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,7929
2023.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,10593
2023.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,27143
2023.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,195152
2023.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,146049
2023.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,49102
2023.03,Central government institutions excluding funded social insurance schemes,311,Closing balance net worth,LE00000,B900000,220803
2023.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total liabilities and net worth,LE00000,L000000,459402
2023.03,Central government institutions funded social insurance schemes,312,Closing balance total assets,LE00000,A000000,50087
2023.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance Total financial assets,LE00000,AFA0000,49563
2023.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2023.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1788
2023.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance debt securities,LE00000,AFA0300,27425
2023.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance loans,LE00000,AFA0400,0
2023.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,18088
2023.03,Central government institutions funded social insurance schemes,312,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,140
2023.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance financial derivatives,LE00000,AFA0700,951
2023.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1171
2023.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,3518
2023.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2023.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2023.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2023.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2023.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2023.03,Central government institutions funded social insurance schemes,312,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,1570
2023.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,1101
2023.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,847
2023.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,524
2023.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,0
2023.03,Central government institutions funded social insurance schemes,312,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,524
2023.03,Central government institutions funded social insurance schemes,312,Closing balance net worth,LE00000,B900000,46568
2023.03,Central government institutions funded social insurance schemes,312,Closing balance total liabilities and net worth,LE00000,L000000,50087
2023.03,Local government institutions,321,Closing balance total assets,LE00000,A000000,171664
2023.03,Local government institutions,321,Financial assets Closing balance Total financial assets,LE00000,AFA0000,26824
2023.03,Local government institutions,321,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2023.03,Local government institutions,321,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1988
2023.03,Local government institutions,321,Financial assets Closing balance debt securities,LE00000,AFA0300,1030
2023.03,Local government institutions,321,Financial assets Closing balance loans,LE00000,AFA0400,3992
2023.03,Local government institutions,321,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,16311
2023.03,Local government institutions,321,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,0
2023.03,Local government institutions,321,Financial assets Closing balance financial derivatives,LE00000,AFA0700,949
2023.03,Local government institutions,321,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,2553
2023.03,Local government institutions,321,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,30228
2023.03,Local government institutions,321,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2023.03,Local government institutions,321,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2023.03,Local government institutions,321,Financial liabilities Closing balance debt securities,LE00000,AFL0300,10592
2023.03,Local government institutions,321,Financial liabilities Closing balance loans,LE00000,AFL0400,14917
2023.03,Local government institutions,321,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2023.03,Local government institutions,321,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2023.03,Local government institutions,321,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,624
2023.03,Local government institutions,321,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,4095
2023.03,Local government institutions,321,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,144840
2023.03,Local government institutions,321,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,99824
2023.03,Local government institutions,321,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,45016
2023.03,Local government institutions,321,Closing balance net worth,LE00000,B900000,141436
2023.03,Local government institutions,321,Closing balance total liabilities and net worth,LE00000,L000000,171664
2023.03,Non-profit institutions serving households,400,Closing balance total assets,LE00000,A000000,60651
2023.03,Non-profit institutions serving households,400,Financial assets Closing balance Total financial assets,LE00000,AFA0000,19115
2023.03,Non-profit institutions serving households,400,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2023.03,Non-profit institutions serving households,400,Financial assets Closing balance currency and deposits,LE00000,AFA0200,11410
2023.03,Non-profit institutions serving households,400,Financial assets Closing balance debt securities,LE00000,AFA0300,43
2023.03,Non-profit institutions serving households,400,Financial assets Closing balance loans,LE00000,AFA0400,2376
2023.03,Non-profit institutions serving households,400,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,4506
2023.03,Non-profit institutions serving households,400,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,6
2023.03,Non-profit institutions serving households,400,Financial assets Closing balance financial derivatives,LE00000,AFA0700,169
2023.03,Non-profit institutions serving households,400,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,604
2023.03,Non-profit institutions serving households,400,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,3963
2023.03,Non-profit institutions serving households,400,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2023.03,Non-profit institutions serving households,400,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2023.03,Non-profit institutions serving households,400,Financial liabilities Closing balance debt securities,LE00000,AFL0300,13
2023.03,Non-profit institutions serving households,400,Financial liabilities Closing balance loans,LE00000,AFL0400,2261
2023.03,Non-profit institutions serving households,400,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2023.03,Non-profit institutions serving households,400,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2023.03,Non-profit institutions serving households,400,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,11
2023.03,Non-profit institutions serving households,400,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1678
2023.03,Non-profit institutions serving households,400,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,41536
2023.03,Non-profit institutions serving households,400,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,14024
2023.03,Non-profit institutions serving households,400,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,27512
2023.03,Non-profit institutions serving households,400,Closing balance net worth,LE00000,B900000,56688
2023.03,Non-profit institutions serving households,400,Closing balance total liabilities and net worth,LE00000,L000000,60651
2023.03,Households,511,Closing balance total assets,LE00000,A000000,2720628
2023.03,Households,511,Financial assets Closing balance Total financial assets,LE00000,AFA0000,1535186
2023.03,Households,511,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2023.03,Households,511,Financial assets Closing balance currency and deposits,LE00000,AFA0200,237859
2023.03,Households,511,Financial assets Closing balance debt securities,LE00000,AFA0300,3732
2023.03,Households,511,Financial assets Closing balance loans,LE00000,AFA0400,290
2023.03,Households,511,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1149545
2023.03,Households,511,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,143759
2023.03,Households,511,Financial assets Closing balance financial derivatives,LE00000,AFA0700,0
2023.03,Households,511,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2023.03,Households,511,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,288012
2023.03,Households,511,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2023.03,Households,511,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2023.03,Households,511,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2023.03,Households,511,Financial liabilities Closing balance loans,LE00000,AFL0400,288012
2023.03,Households,511,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2023.03,Households,511,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2023.03,Households,511,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,0
2023.03,Households,511,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2023.03,Households,511,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1185442
2023.03,Households,511,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,460980
2023.03,Households,511,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,724462
2023.03,Households,511,Closing balance net worth,LE00000,B900000,2432616
2023.03,Households,511,Closing balance total liabilities and net worth,LE00000,L000000,2720628
2023.03,Rest of the world,611,Closing balance total assets,LE00000,A000000,550104
2023.03,Rest of the world,611,Financial assets Closing balance Total financial assets,LE00000,AFA0000,550104
2023.03,Rest of the world,611,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,4425
2023.03,Rest of the world,611,Financial assets Closing balance currency and deposits,LE00000,AFA0200,44910
2023.03,Rest of the world,611,Financial assets Closing balance debt securities,LE00000,AFA0300,204030
2023.03,Rest of the world,611,Financial assets Closing balance loans,LE00000,AFA0400,65202
2023.03,Rest of the world,611,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,191195
2023.03,Rest of the world,611,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2023.03,Rest of the world,611,Financial assets Closing balance financial derivatives,LE00000,AFA0700,20907
2023.03,Rest of the world,611,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2023.03,Rest of the world,611,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,354030
2023.03,Rest of the world,611,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,4631
2023.03,Rest of the world,611,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,27602
2023.03,Rest of the world,611,Financial liabilities Closing balance debt securities,LE00000,AFL0300,73533
2023.03,Rest of the world,611,Financial liabilities Closing balance loans,LE00000,AFL0400,21368
2023.03,Rest of the world,611,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,182179
2023.03,Rest of the world,611,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,7100
2023.03,Rest of the world,611,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,19990
2023.03,Rest of the world,611,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,17627
2023.03,Rest of the world,611,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,0
2023.03,Rest of the world,611,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,0
2023.03,Rest of the world,611,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,0
2023.03,Rest of the world,611,Closing balance net worth,LE00000,B900000,196073
2023.03,Rest of the world,611,Closing balance total liabilities and net worth,LE00000,L000000,550104
2023.03,Total economy (excl rest of the world),800,Closing balance total assets,LE00000,A000000,7187120
2023.03,Total economy (excl rest of the world),800,Financial assets Closing balance Total financial assets,LE00000,AFA0000,4135947
2023.03,Total economy (excl rest of the world),800,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,4631
2023.03,Total economy (excl rest of the world),800,Financial assets Closing balance currency and deposits,LE00000,AFA0200,514164
2023.03,Total economy (excl rest of the world),800,Financial assets Closing balance debt securities,LE00000,AFA0300,334534
2023.03,Total economy (excl rest of the world),800,Financial assets Closing balance loans,LE00000,AFA0400,895312
2023.03,Total economy (excl rest of the world),800,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1936814
2023.03,Total economy (excl rest of the world),800,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,C
2023.03,Total economy (excl rest of the world),800,Financial assets Closing balance financial derivatives,LE00000,AFA0700,41962
2023.03,Total economy (excl rest of the world),800,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2023.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,4332020
2023.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,4425
2023.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,531472
2023.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance debt securities,LE00000,AFL0300,465031
2023.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance loans,LE00000,AFL0400,939147
2023.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,1945830
2023.03,Total economy (excl rest of the world),800,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,160109
2023.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,42880
2023.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,243128
2023.03,Total economy (excl rest of the world),800,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,3051173
2023.03,Total economy (excl rest of the world),800,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1445768
2023.03,Total economy (excl rest of the world),800,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,1605405
2023.03,Total economy (excl rest of the world),800,Closing balance net worth,LE00000,B900000,2855100
2023.03,Total economy (excl rest of the world),800,Closing balance total liabilities and net worth,LE00000,L000000,7187120
2023.03,Total all sectors,900,Closing balance total assets,LE00000,A000000,7737224
2023.03,Total all sectors,900,Financial assets Closing balance Total financial assets,LE00000,AFA0000,4686050
2023.03,Total all sectors,900,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,9056
2023.03,Total all sectors,900,Financial assets Closing balance currency and deposits,LE00000,AFA0200,559074
2023.03,Total all sectors,900,Financial assets Closing balance debt securities,LE00000,AFA0300,538563
2023.03,Total all sectors,900,Financial assets Closing balance loans,LE00000,AFA0400,960514
2023.03,Total all sectors,900,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,2128009
2023.03,Total all sectors,900,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,167209
2023.03,Total all sectors,900,Financial assets Closing balance financial derivatives,LE00000,AFA0700,62869
2023.03,Total all sectors,900,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,260755
2023.03,Total all sectors,900,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,4686050
