Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2011Q1,0.1330936,6633.795
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2011Q1,0.0955975,4889.807
High level industry groups,Public administration and safety,SG01RSC02B01C08,2011Q1,0.0433397,2242.110
High level industry groups,Education and training,SG01RSC02B01C09,2011Q1,0.0470683,2313.275
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2011Q1,0.0605214,2949.474
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2011Q1,0.0322147,1598.574
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2011Q1,0.0781806,3629.528
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2011Q2,0.0627807,2831.979
High level industry groups,Mining,SG01RSC02B01A02,2011Q2,0.0187871,806.024
High level industry groups,Manufacturing,SG01RSC02B01B01,2011Q2,0.1093370,5340.456
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2011Q2,0.0309495,1567.884
High level industry groups,Construction,SG01RSC02B01B03,2011Q2,0.0517847,2605.380
High level industry groups,Wholesale trade,SG01RSC02B01C01,2011Q2,0.0493611,2741.864
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2011Q2,0.0601168,3115.684
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2011Q2,0.0437586,2179.232
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2011Q2,0.0287454,1613.807
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2011Q2,0.0498253,2844.717
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2011Q2,0.1364703,6730.987
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2011Q2,0.0939854,4907.040
High level industry groups,Public administration and safety,SG01RSC02B01C08,2011Q2,0.0424010,2225.828
High level industry groups,Education and training,SG01RSC02B01C09,2011Q2,0.0468255,2312.290
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2011Q2,0.0593970,2948.743
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2011Q2,0.0320365,1628.746
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2011Q2,0.0834381,3516.062
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2011Q3,0.0627807,2830.055
High level industry groups,Mining,SG01RSC02B01A02,2011Q3,0.0187871,845.037
High level industry groups,Manufacturing,SG01RSC02B01B01,2011Q3,0.1093370,5400.582
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2011Q3,0.0309495,1552.829
High level industry groups,Construction,SG01RSC02B01B03,2011Q3,0.0517847,2627.592
High level industry groups,Wholesale trade,SG01RSC02B01C01,2011Q3,0.0493611,2660.367
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2011Q3,0.0601168,3195.211
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2011Q3,0.0437586,2208.177
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2011Q3,0.0287454,1612.105
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2011Q3,0.0498253,2867.127
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2011Q3,0.1364703,6788.500
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2011Q3,0.0939854,4927.612
High level industry groups,Public administration and safety,SG01RSC02B01C08,2011Q3,0.0424010,2238.079
High level industry groups,Education and training,SG01RSC02B01C09,2011Q3,0.0468255,2312.179
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2011Q3,0.0593970,3012.400
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2011Q3,0.0320365,1647.845
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2011Q3,0.0834381,3675.260
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2011Q4,0.0627807,2880.850
High level industry groups,Mining,SG01RSC02B01A02,2011Q4,0.0187871,821.681
High level industry groups,Manufacturing,SG01RSC02B01B01,2011Q4,0.1093370,5185.040
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2011Q4,0.0309495,1526.752
High level industry groups,Construction,SG01RSC02B01B03,2011Q4,0.0517847,2692.503
High level industry groups,Wholesale trade,SG01RSC02B01C01,2011Q4,0.0493611,2692.826
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2011Q4,0.0601168,3240.936
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2011Q4,0.0437586,2197.974
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2011Q4,0.0287454,1623.753
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2011Q4,0.0498253,2893.025
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2011Q4,0.1364703,6928.756
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2011Q4,0.0939854,4872.215
High level industry groups,Public administration and safety,SG01RSC02B01C08,2011Q4,0.0424010,2196.259
High level industry groups,Education and training,SG01RSC02B01C09,2011Q4,0.0468255,2312.942
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2011Q4,0.0593970,3033.692
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2011Q4,0.0320365,1653.896
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2011Q4,0.0834381,3701.538
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2012Q1,0.0627807,3008.119
High level industry groups,Mining,SG01RSC02B01A02,2012Q1,0.0187871,808.399
High level industry groups,Manufacturing,SG01RSC02B01B01,2012Q1,0.1093370,5340.848
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2012Q1,0.0309495,1552.689
High level industry groups,Construction,SG01RSC02B01B03,2012Q1,0.0517847,2663.678
High level industry groups,Wholesale trade,SG01RSC02B01C01,2012Q1,0.0493611,2738.410
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2012Q1,0.0601168,3241.763
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2012Q1,0.0437586,2205.449
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2012Q1,0.0287454,1616.377
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2012Q1,0.0498253,2909.457
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2012Q1,0.1364703,6936.920
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2012Q1,0.0939854,4879.879
High level industry groups,Public administration and safety,SG01RSC02B01C08,2012Q1,0.0424010,2256.889
High level industry groups,Education and training,SG01RSC02B01C09,2012Q1,0.0468255,2314.581
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2012Q1,0.0593970,3081.899
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2012Q1,0.0320365,1625.299
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2012Q1,0.0834381,3643.162
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2012Q2,0.0550797,3109.725
High level industry groups,Mining,SG01RSC02B01A02,2012Q2,0.0171706,817.875
High level industry groups,Manufacturing,SG01RSC02B01B01,2012Q2,0.1058983,5433.742
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2012Q2,0.0328367,1556.064
High level industry groups,Construction,SG01RSC02B01B03,2012Q2,0.0549525,2681.110
High level industry groups,Wholesale trade,SG01RSC02B01C01,2012Q2,0.0483318,2755.881
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2012Q2,0.0624947,3255.764
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2012Q2,0.0449381,2230.352
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2012Q2,0.0284344,1635.746
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2012Q2,0.0501296,2924.672
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2012Q2,0.1395106,6967.691
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2012Q2,0.0951094,4911.143
High level industry groups,Public administration and safety,SG01RSC02B01C08,2012Q2,0.0419857,2205.595
High level industry groups,Education and training,SG01RSC02B01C09,2012Q2,0.0466102,2316.669
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2012Q2,0.0602846,3115.064
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2012Q2,0.0321049,1623.326
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2012Q2,0.0841282,3762.134
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2012Q3,0.0550797,3048.642
High level industry groups,Mining,SG01RSC02B01A02,2012Q3,0.0171706,783.741
High level industry groups,Manufacturing,SG01RSC02B01B01,2012Q3,0.1058983,5328.011
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2012Q3,0.0328367,1589.381
High level industry groups,Construction,SG01RSC02B01B03,2012Q3,0.0549525,2807.789
High level industry groups,Wholesale trade,SG01RSC02B01C01,2012Q3,0.0483318,2742.601
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2012Q3,0.0624947,3260.274
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2012Q3,0.0449381,2203.904
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2012Q3,0.0284344,1689.309
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2012Q3,0.0501296,2929.310
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2012Q3,0.1395106,7025.954
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2012Q3,0.0951094,4931.142
High level industry groups,Public administration and safety,SG01RSC02B01C08,2012Q3,0.0419857,2217.559
High level industry groups,Education and training,SG01RSC02B01C09,2012Q3,0.0466102,2316.942
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2012Q3,0.0602846,3100.438
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2012Q3,0.0321049,1622.463
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2012Q3,0.0841282,3721.257
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2012Q4,0.0550797,3055.793
High level industry groups,Mining,SG01RSC02B01A02,2012Q4,0.0171706,759.759
High level industry groups,Manufacturing,SG01RSC02B01B01,2012Q4,0.1058983,5391.590
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2012Q4,0.0328367,1604.359
High level industry groups,Construction,SG01RSC02B01B03,2012Q4,0.0549525,2893.454
High level industry groups,Wholesale trade,SG01RSC02B01C01,2012Q4,0.0483318,2760.680
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2012Q4,0.0624947,3309.811
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2012Q4,0.0449381,2220.311
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2012Q4,0.0284344,1720.539
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2012Q4,0.0501296,2957.946
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2012Q4,0.1395106,7066.877
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2012Q4,0.0951094,5017.731
High level industry groups,Public administration and safety,SG01RSC02B01C08,2012Q4,0.0419857,2243.457
High level industry groups,Education and training,SG01RSC02B01C09,2012Q4,0.0466102,2315.399
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2012Q4,0.0602846,3125.119
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2012Q4,0.0321049,1659.582
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2012Q4,0.0841282,3734.183
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2013Q1,0.0550797,2944.204
High level industry groups,Mining,SG01RSC02B01A02,2013Q1,0.0171706,779.606
High level industry groups,Manufacturing,SG01RSC02B01B01,2013Q1,0.1058983,5398.523
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2013Q1,0.0328367,1576.554
High level industry groups,Construction,SG01RSC02B01B03,2013Q1,0.0549525,2915.180
High level industry groups,Wholesale trade,SG01RSC02B01C01,2013Q1,0.0483318,2788.728
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2013Q1,0.0624947,3344.934
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2013Q1,0.0449381,2198.084
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2013Q1,0.0284344,1750.861
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2013Q1,0.0501296,2983.744
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2013Q1,0.1395106,7080.233
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2013Q1,0.0951094,4993.597
High level industry groups,Public administration and safety,SG01RSC02B01C08,2013Q1,0.0419857,2236.687
High level industry groups,Education and training,SG01RSC02B01C09,2013Q1,0.0466102,2312.041
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2013Q1,0.0602846,3130.239
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2013Q1,0.0321049,1631.888
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q1,0.0841282,3811.692
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2013Q2,0.0703256,2782.756
High level industry groups,Mining,SG01RSC02B01A02,2013Q2,0.0153696,820.899
High level industry groups,Manufacturing,SG01RSC02B01B01,2013Q2,0.1023436,5345.079
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2013Q2,0.0318805,1554.226
High level industry groups,Construction,SG01RSC02B01B03,2013Q2,0.0537759,2891.414
High level industry groups,Wholesale trade,SG01RSC02B01C01,2013Q2,0.0497916,2773.761
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2013Q2,0.0616694,3404.087
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2013Q2,0.0444752,2215.192
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2013Q2,0.0277354,1795.520
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2013Q2,0.0526870,3025.221
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2013Q2,0.1386040,7186.742
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2013Q2,0.0946991,5187.104
High level industry groups,Public administration and safety,SG01RSC02B01C08,2013Q2,0.0403664,2305.260
High level industry groups,Education and training,SG01RSC02B01C09,2013Q2,0.0451121,2307.260
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2013Q2,0.0578754,3135.371
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2013Q2,0.0312572,1633.349
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q2,0.0820317,3809.903
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2013Q3,0.0703256,3063.669
High level industry groups,Mining,SG01RSC02B01A02,2013Q3,0.0153696,748.271
High level industry groups,Manufacturing,SG01RSC02B01B01,2013Q3,0.1023436,5408.022
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2013Q3,0.0318805,1547.392
High level industry groups,Construction,SG01RSC02B01B03,2013Q3,0.0537759,2829.662
High level industry groups,Wholesale trade,SG01RSC02B01C01,2013Q3,0.0497916,2799.965
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2013Q3,0.0616694,3426.900
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2013Q3,0.0444752,2231.304
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2013Q3,0.0277354,1854.684
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2013Q3,0.0526870,3047.007
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2013Q3,0.1386040,7264.934
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2013Q3,0.0946991,5210.089
High level industry groups,Public administration and safety,SG01RSC02B01C08,2013Q3,0.0403664,2289.449
High level industry groups,Education and training,SG01RSC02B01C09,2013Q3,0.0451121,2305.138
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2013Q3,0.0578754,3175.547
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2013Q3,0.0312572,1661.429
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q3,0.0820317,3851.026
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2013Q4,0.0703256,3007.816
High level industry groups,Mining,SG01RSC02B01A02,2013Q4,0.0153696,787.640
High level industry groups,Manufacturing,SG01RSC02B01B01,2013Q4,0.1023436,5471.258
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2013Q4,0.0318805,1583.239
High level industry groups,Construction,SG01RSC02B01B03,2013Q4,0.0537759,2844.464
High level industry groups,Wholesale trade,SG01RSC02B01C01,2013Q4,0.0497916,2854.959
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2013Q4,0.0616694,3435.397
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2013Q4,0.0444752,2273.866
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2013Q4,0.0277354,1864.627
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2013Q4,0.0526870,3068.882
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2013Q4,0.1386040,7271.081
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2013Q4,0.0946991,5232.690
High level industry groups,Public administration and safety,SG01RSC02B01C08,2013Q4,0.0403664,2288.857
High level industry groups,Education and training,SG01RSC02B01C09,2013Q4,0.0451121,2305.674
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2013Q4,0.0578754,3204.369
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2013Q4,0.0312572,1620.881
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2013Q4,0.0820317,3900.870
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2014Q1,0.0703256,3062.951
High level industry groups,Mining,SG01RSC02B01A02,2014Q1,0.0153696,919.512
High level industry groups,Manufacturing,SG01RSC02B01B01,2014Q1,0.1023436,5519.949
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2014Q1,0.0318805,1585.571
High level industry groups,Construction,SG01RSC02B01B03,2014Q1,0.0537759,3005.893
High level industry groups,Wholesale trade,SG01RSC02B01C01,2014Q1,0.0497916,2850.680
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2014Q1,0.0616694,3467.072
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2014Q1,0.0444752,2314.816
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2014Q1,0.0277354,1910.162
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2014Q1,0.0526870,3063.791
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2014Q1,0.1386040,7304.655
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2014Q1,0.0946991,5258.429
High level industry groups,Public administration and safety,SG01RSC02B01C08,2014Q1,0.0403664,2305.635
High level industry groups,Education and training,SG01RSC02B01C09,2014Q1,0.0451121,2308.869
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2014Q1,0.0578754,3214.200
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2014Q1,0.0312572,1666.773
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q1,0.0820317,3935.357
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2014Q2,0.0477472,3024.518
High level industry groups,Mining,SG01RSC02B01A02,2014Q2,0.0147590,877.514
High level industry groups,Manufacturing,SG01RSC02B01B01,2014Q2,0.1106591,5493.612
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2014Q2,0.0312614,1587.617
High level industry groups,Construction,SG01RSC02B01B03,2014Q2,0.0578594,3107.714
High level industry groups,Wholesale trade,SG01RSC02B01C01,2014Q2,0.0514346,2918.100
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2014Q2,0.0629228,3530.397
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2014Q2,0.0470411,2393.166
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2014Q2,0.0271181,1917.205
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2014Q2,0.0556784,3084.796
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2014Q2,0.1386841,7289.016
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2014Q2,0.0952680,5352.862
High level industry groups,Public administration and safety,SG01RSC02B01C08,2014Q2,0.0404568,2337.666
High level industry groups,Education and training,SG01RSC02B01C09,2014Q2,0.0452957,2316.667
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2014Q2,0.0587541,3229.302
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2014Q2,0.0324394,1715.144
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q2,0.0826207,3917.583
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2014Q3,0.0477472,3131.414
High level industry groups,Mining,SG01RSC02B01A02,2014Q3,0.0147590,893.967
High level industry groups,Manufacturing,SG01RSC02B01B01,2014Q3,0.1106591,5522.733
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2014Q3,0.0312614,1621.810
High level industry groups,Construction,SG01RSC02B01B03,2014Q3,0.0578594,3189.025
High level industry groups,Wholesale trade,SG01RSC02B01C01,2014Q3,0.0514346,2889.742
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2014Q3,0.0629228,3596.487
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2014Q3,0.0470411,2362.761
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2014Q3,0.0271181,1985.836
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2014Q3,0.0556784,3099.017
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2014Q3,0.1386841,7333.228
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2014Q3,0.0952680,5338.212
High level industry groups,Public administration and safety,SG01RSC02B01C08,2014Q3,0.0404568,2361.766
High level industry groups,Education and training,SG01RSC02B01C09,2014Q3,0.0452957,2323.190
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2014Q3,0.0587541,3286.763
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2014Q3,0.0324394,1729.984
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q3,0.0826207,4044.110
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2014Q4,0.0477472,3194.279
High level industry groups,Mining,SG01RSC02B01A02,2014Q4,0.0147590,871.529
High level industry groups,Manufacturing,SG01RSC02B01B01,2014Q4,0.1106591,5597.479
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2014Q4,0.0312614,1625.899
High level industry groups,Construction,SG01RSC02B01B03,2014Q4,0.0578594,3124.109
High level industry groups,Wholesale trade,SG01RSC02B01C01,2014Q4,0.0514346,2904.062
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2014Q4,0.0629228,3677.840
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2014Q4,0.0470411,2423.548
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2014Q4,0.0271181,2047.417
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2014Q4,0.0556784,3154.792
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2014Q4,0.1386841,7461.083
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2014Q4,0.0952680,5410.502
High level industry groups,Public administration and safety,SG01RSC02B01C08,2014Q4,0.0404568,2390.067
High level industry groups,Education and training,SG01RSC02B01C09,2014Q4,0.0452957,2328.437
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2014Q4,0.0587541,3289.675
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2014Q4,0.0324394,1728.060
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2014Q4,0.0826207,4035.078
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2015Q1,0.0477472,3168.021
High level industry groups,Mining,SG01RSC02B01A02,2015Q1,0.0147590,815.004
High level industry groups,Manufacturing,SG01RSC02B01B01,2015Q1,0.1106591,5589.240
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2015Q1,0.0312614,1632.306
High level industry groups,Construction,SG01RSC02B01B03,2015Q1,0.0578594,3235.137
High level industry groups,Wholesale trade,SG01RSC02B01C01,2015Q1,0.0514346,2857.497
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2015Q1,0.0629228,3736.728
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2015Q1,0.0470411,2498.746
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2015Q1,0.0271181,2058.943
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2015Q1,0.0556784,3139.843
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2015Q1,0.1386841,7533.192
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2015Q1,0.0952680,5448.338
High level industry groups,Public administration and safety,SG01RSC02B01C08,2015Q1,0.0404568,2382.498
High level industry groups,Education and training,SG01RSC02B01C09,2015Q1,0.0452957,2332.408
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2015Q1,0.0587541,3286.993
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2015Q1,0.0324394,1780.774
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q1,0.0826207,4104.343
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2015Q2,0.0446953,3183.655
High level industry groups,Mining,SG01RSC02B01A02,2015Q2,0.0093192,869.595
High level industry groups,Manufacturing,SG01RSC02B01B01,2015Q2,0.1128019,5624.246
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2015Q2,0.0300285,1675.969
High level industry groups,Construction,SG01RSC02B01B03,2015Q2,0.0600585,3279.998
High level industry groups,Wholesale trade,SG01RSC02B01C01,2015Q2,0.0503384,2838.464
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2015Q2,0.0641697,3738.347
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2015Q2,0.0486596,2486.980
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2015Q2,0.0265562,2159.148
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2015Q2,0.0547046,3143.555
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2015Q2,0.1410340,7629.045
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2015Q2,0.0972090,5507.176
High level industry groups,Public administration and safety,SG01RSC02B01C08,2015Q2,0.0403821,2402.190
High level industry groups,Education and training,SG01RSC02B01C09,2015Q2,0.0447483,2333.491
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2015Q2,0.0593754,3307.301
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2015Q2,0.0322676,1750.416
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q2,0.0836516,4184.114
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2015Q3,0.0446953,3205.442
High level industry groups,Mining,SG01RSC02B01A02,2015Q3,0.0093192,844.726
High level industry groups,Manufacturing,SG01RSC02B01B01,2015Q3,0.1128019,5684.447
